school_type, lga_id, address_postcode,school_name, postal_address_line_1, school_status, postal_address_line_2, postal_town, address_state, postal_postcode, lga_name, address_line_1, address_line_2, postal_state, school_no,longitude, address_town, education_sector, full_phone_no,latitude, entity_type
Primary,745,3139,Hoddles Creek Primary School,700 Gembrook Road,O,null,HODDLES CREEK,VIC,3139,Yarra Ranges (S),700 Gembrook Road,null,VIC,2541,145.59775,Hoddles Creek,Government,03 5967 4282,-37.83174,1
Primary,145,3808,Beaconsfield Upper Primary School,P O Box 403,O,null,BEACONSFIELD UPPER,VIC,3808,Cardinia (S),40 Stoney Creek Road,null,VIC,2560,145.41515,Upper Beaconsfield,Government,03 5944 3591,-37.99569,1
Primary,635,3145,Malvern Primary School,17 Tooronga Road,O,null,MALVERN EAST,VIC,3145,Stonnington (C),17 Tooronga Road,null,VIC,2586,145.03847,Malvern East,Government,03 9571 6281,-37.87159,1
Primary,745,3139,Launching Place Primary School,Carter Street,O,null,Launching Place,VIC,3139,Yarra Ranges (S),Carter Street,null,VIC,2599,145.57077,Launching Place,Government,03 5964 7783,-37.7825,1
Primary,460,3053,Carlton Gardens Primary School,215 Rathdowne St,O,null,CARLTON,VIC,3053,Melbourne (C),215 Rathdowne Street,null,VIC,2605,144.96951,Carlton,Government,03 9663 6502,-37.80205,1
Primary,506,3032,Ascot Vale Primary School,Bank Street,O,null,ASCOT VALE,VIC,3032,Moonee Valley (C),Bank Street,null,VIC,2608,144.92612,Ascot Vale,Government,03 9370 6507,-37.77432,1
Primary,534,3939,Rosebud Primary School,P O Box 504,O,null,ROSEBUD,VIC,3939,Mornington Peninsula (S),Point Nepean Road,null,VIC,2627,144.90897,Rosebud,Government,03 5986 8274,-38.35514,1
Primary,145,3981,Koo Wee Rup Primary School,P O Box 3,O,null,KOO WEE RUP,VIC,3981,Cardinia (S),Moody Street,null,VIC,2629,145.49268,Koo Wee Rup,Government,03 5997 1272,-38.1949,1
Primary,635,3143,Armadale Primary School,9-23 Densham Road,O,null,ARMADALE,VIC,3143,Stonnington (C),9-23 Densham Road,null,VIC,2634,145.01778,Armadale,Government,03 9822 7003,-37.85219,1
Primary,534,3934,Osborne Primary School,120 Craigie Rd,O,null,MOUNT MARTHA,VIC,3934,Mornington Peninsula (S),120 Craigie Rd,null,VIC,2655,145.03995,Mount Martha,Government,03 5975 1792,-38.25699,1
Primary,534,3912,Somerville Primary School,P O Box 881,O,null,SOMERVILLE,VIC,3912,Mornington Peninsula (S),37 Eramosa Road East,null,VIC,2656,145.17914,Somerville,Government,03 5977 5421,-38.22402,1
Primary,189,3078,Fairfield Primary School,P O Box 123,O,null,FAIRFIELD,VIC,3078,Darebin (C),Langridge Street,null,VIC,2711,145.0204,Fairfield,Government,03 9489 2966,-37.77799,1
Primary,145,3814,Garfield Primary School,84 Railway Ave,O,null,GARFIELD,VIC,3814,Cardinia (S),84 Railway Avenue,null,VIC,2724,145.67409,Garfield,Government,03 5629 2274,-38.09026,1
Primary,145,3809,Officer Primary School,13-23 Tivendale Rd,O,null,OFFICER,VIC,3809,Cardinia (S),13-23 Tivendale Road,null,VIC,2742,145.41019,Officer,Government,03 5943 2315,-38.05832,1
Primary,525,3057,Brunswick South Primary School,56 Brunswick Road,O,null,BRUNSWICK EAST,VIC,3057,Moreland (C),56 Brunswick Road,null,VIC,2743,144.97241,Brunswick East,Government,03 9380 1231,-37.77867,1
Primary,698,3127,Surrey Hills Primary School,Beatrice Avenue,O,null,SURREY HILLS,VIC,3127,Whitehorse (C),Beatrice Avenue,null,VIC,2778,145.1009,Surrey Hills,Government,03 9890 1560,-37.82553,1
Special,590,3205,Montague Continuing Education Centre,100 Montague Street,O,null,SOUTH MELBOURNE,VIC,3205,Port Phillip (C),100 Montague Street,null,VIC,2784,144.94974,South Melbourne,Government,03 9690 3535,-37.8306,1
Primary,590,3206,Middle Park Primary School,194 Richardson Street,O,null,MIDDLE PARK,VIC,3206,Port Phillip (C),194 Richardson Street,null,VIC,2815,144.9575,Middle Park,Government,03 9690 1336,-37.8478,1
Primary,745,3139,Seville Primary School,639 WARBURTON HWY,O,null,SEVILLE,VIC,3139,Yarra Ranges (S),639 Warburton Highway,null,VIC,2820,145.46442,Seville,Government,03 5964 4557,-37.77389,1
Primary,433,3013,Yarraville West Primary School,P O Box 138,O,null,YARRAVILLE,VIC,3013,Maribyrnong (C),30 Powell Street,null,VIC,2832,144.88539,Yarraville,Government,03 9314 3816,-37.81475,1
Primary,525,3058,Moreland Primary School,P O Box 10,O,null,MORELAND,VIC,3058,Moreland (C),157-163 Moreland Road,null,VIC,2837,144.96648,Coburg,Government,03 9386 2510,-37.75505,1
Primary,91,3186,Elsternwick Primary School,Murphy Street,O,null,BRIGHTON,VIC,3186,Bayside (C),Murphy Street,null,VIC,2870,144.99728,Brighton,Government,03 8534 6100,-37.89142,1
Primary,231,3163,Carnegie Primary School,51 Truganini Road,O,null,CARNEGIE,VIC,3163,Glen Eira (C),51 Truganini Road,null,VIC,2897,145.05486,Carnegie,Government,03 9571 2662,-37.89085,1
Primary,145,3984,Lang Lang Primary School,52 Westernport Road,O,null,LANG LANG,VIC,3984,Cardinia (S),52 Westernport Road,null,VIC,2899,145.56989,Lang Lang,Government,03 5997 5322,-38.26301,1
Primary,441,3136,Croydon Primary School,P O Box 269,O,null,CROYDON,VIC,3136,Maroondah (C),Cnr Kent Avenue & Croydon Road,null,VIC,2900,145.28133,Croydon,Government,03 9723 2472,-37.79317,1
Primary,506,3039,Moonee Ponds West Primary School,150 Athol Street,O,null,MOONEE PONDS,VIC,3039,Moonee Valley (C),150 Athol Street,null,VIC,2901,144.90958,Moonee Ponds,Government,03 9370 6875,-37.76828,1
Primary,698,3132,Mitcham Primary School,294 Mitcham Road,O,null,MITCHAM,VIC,3132,Whitehorse (C),294 Mitcham Road,null,VIC,2904,145.19252,Mitcham,Government,03 9873 1551,-37.80846,1
Primary,617,3945,Loch Primary School,2 Victoria Road,O,null,LOCH,VIC,3945,South Gippsland (S),2 Victoria Road,null,VIC,2912,145.70296,Loch,Government,03 5659 4254,-38.36862,1
Primary,698,3130,Blackburn Primary School,185 WHITEHORSE ROAD,O,null,BLACKBURN,VIC,3130,Whitehorse (C),185 Whitehorse Road,null,VIC,2923,145.15767,Blackburn,Government,03 9878 1483,-37.81754,1
Primary,590,3207,Port Melbourne Primary School,415 Graham Street,O,null,PORT MELBOURNE,VIC,3207,Port Phillip (C),415 Graham Street,null,VIC,2932,144.9338,Port Melbourne,Government,03 9646 1001,-37.83532,1
Primary,111,3123,Auburn Primary School,51 Rathmines Road,O,null,HAWTHORN EAST,VIC,3123,Boroondara (C),51 Rathmines Road,null,VIC,2948,145.05055,Hawthorn East,Government,03 9882 7035,-37.82026,1
Primary,343,3194,Mentone Primary School,6 Childers Street,O,null,MENTONE,VIC,3194,Kingston (C),6 Childers Street,null,VIC,2950,145.06796,Mentone,Government,03 9583 2995,-37.98295,1
Primary,735,3054,Princes Hill Primary School,280 Pigdon Street,O,null,CARLTON NORTH,VIC,3054,Yarra (C),280 Pigdon Street,null,VIC,2955,144.9681,Carlton North,Government,03 9389 5300,-37.7804,1
Primary,745,3770,Gruyere Primary School,P O Box 250,O,null,COLDSTREAM,VIC,3770,Yarra Ranges (S),99 Killara Road,null,VIC,2956,145.4504,Gruyere,Government,03 5964 9260,-37.73409,1
Primary,571,3095,Research Primary School,1570 Main Road,O,null,RESEARCH,VIC,3095,Nillumbik (S),1570 Main Road,null,VIC,2959,145.18356,Research,Government,03 9437 1917,-37.70292,1
Primary,161,3912,Pearcedale Primary School,P.O. Box 1474,O,null,PEARCEDALE,VIC,3912,Casey (C),Baxter-tooradin Road,null,VIC,2961,145.23198,Pearcedale,Government,03 5978 6250,-38.20301,1
Primary,118,3021,St Albans Primary School,P O Box 126,O,null,ST ALBANS,VIC,3021,Brimbank (C),39 West Esplanade,null,VIC,2969,144.79578,St Albans,Government,03 9366 2832,-37.73875,1
Primary,635,3142,Toorak Primary School,Canterbury Road,O,null,TOORAK,VIC,3142,Stonnington (C),Canterbury Road,null,VIC,3016,145.0099,Toorak,Government,03 9827 2959,-37.84508,1
Primary,534,3911,Baxter Primary School,Grant Road,O,null,BAXTER,VIC,3911,Mornington Peninsula (S),Grant Road,null,VIC,3023,145.18143,Baxter,Government,03 5971 1391,-38.19933,1
Primary,145,3807,Beaconsfield Primary School,P O Box 251,O,null,BEACONSFIELD,VIC,3807,Cardinia (S),71-77 Old Princes Highway,null,VIC,3033,145.37164,Beaconsfield,Government,03 9707 1510,-38.04863,1
Primary,413,3430,Clarkefield Primary School,1202 Melb - Lancefield Road,O,null,CLARKEFIELD,VIC,3430,Macedon Ranges (S),1202 Melbourne-Lancefield Road,null,VIC,3035,144.75671,Clarkefield,Government,03 5428 5121,-37.48947,1
Primary,231,3204,Ormond Primary School,P O Box 465,O,null,BENTLEIGH,VIC,3204,Glen Eira (C),Cnr Murray & Wheatley Roads,null,VIC,3074,145.03368,Ormond,Government,03 9578 1327,-37.907,1
Primary,534,3919,Crib Point Primary School,70 Milne Street,O,null,CRIB POINT,VIC,3919,Mornington Peninsula (S),70 Milne Street,null,VIC,3080,145.20055,Crib Point,Government,03 5983 9282,-38.36048,1
Primary,525,3044,Pascoe Vale Primary School,362 Gaffney Street,O,null,PASCOE VALE,VIC,3044,Moreland (C),362 Gaffney Street,null,VIC,3081,144.93764,Pascoe Vale,Government,03 9354 1611,-37.73122,1
Primary,275,3226,Ocean Grove Primary School,1 - 23 Draper Street,O,null,OCEAN GROVE,VIC,3226,Greater Geelong (C),1 - 23 Draper Street,null,VIC,3100,144.52185,Ocean Grove,Government,03 5255 1340,-38.26399,1
Primary,735,3068,Merri Creek Primary School,Miller Street,O,null,FITZROY NORTH,VIC,3068,Yarra (C),Miller Street,null,VIC,3110,144.9874,Fitzroy North,Government,03 9481 0177,-37.77697,1
Primary,118,3020,Sunshine Primary School,Cnr Hampshire & Derby Roads,O,null,SUNSHINE,VIC,3020,Brimbank (C),Cnr Hampshire & Derby Roads,null,VIC,3113,144.8311,Sunshine,Government,03 8311 5700,-37.79088,1
Primary,534,3913,Tyabb Primary School,186 Mornington-Tyabb Road,O,null,TYABB,VIC,3913,Mornington Peninsula (S),186 Mornington-Tyabb Road,null,VIC,3129,145.16663,Tyabb,Government,03 5977 4584,-38.26079,1
Primary,189,3071,Wales Street Primary School,"Wales Street,",O,null,THORNBURY,VIC,3071,Darebin (C),Wales Street,null,VIC,3139,145.00883,Thornbury,Government,03 9484 3949,-37.76151,1
Primary,735,3068,Spensley Street Primary School,193 Spensley Street,O,null,CLIFTON HILL,VIC,3068,Yarra (C),193 Spensley Street,null,VIC,3146,145.00388,Clifton Hill,Government,03 9481 4666,-37.78679,1
Primary,111,3102,Kew East Primary School,35 Kitchener Street,O,null,Kew East,VIC,3102,Boroondara (C),35 Kitchener Street,null,VIC,3161,145.04915,Kew East,Government,03 9859 2903,-37.79647,1
Primary,525,3057,Brunswick East Primary School,195a Stewart Street,O,null,BRUNSWICK EAST,VIC,3057,Moreland (C),195a Stewart Street,null,VIC,3179,144.9794,Brunswick East,Government,03 9387 3361,-37.7651,1
Primary,745,3797,Yarra Junction Primary School,P O Box 109,O,null,Yarra Junction,VIC,3797,Yarra Ranges (S),2370 Warburton Highway,null,VIC,3216,145.60608,Yarra Junction,Government,03 5967 1544,-37.77903,1
Primary,745,3787,Sassafras Primary School,399 Mt Dandenong Tourist Road,O,null,Sassafras,VIC,3787,Yarra Ranges (S),399 Mt Dandenong Tourist Road,null,VIC,3222,145.35529,Sassafras,Government,03 9755 1203,-37.86083,1
Primary,745,3786,Ferny Creek Primary School,School Road,O,null,Ferny Creek,VIC,3786,Yarra Ranges (S),School Road,null,VIC,3228,145.33472,Ferny Creek,Government,03 9755 1522,-37.88421,1
Primary,562,3777,Toolangi Primary School,Main Road,O,null,TOOLANGI,VIC,3777,Murrindindi (S),Main Road,null,VIC,3237,145.4725,Toolangi,Government,03 5962 9255,-37.53537,1
Primary,421,3115,Wonga Park Primary School,Dudley Road,O,null,WONGA PARK,VIC,3115,Manningham (C),Dudley Road,null,VIC,3241,145.274,Wonga Park,Government,03 9722 1325,-37.73064,1
Primary,562,3757,Kinglake West Primary School,1041-1061Whittlesea-KinglakeRd,O,null,KINGLAKE WEST,VIC,3757,Murrindindi (S),1041-1061 Whittlesea-Kinglake Rd,null,VIC,3255,145.2596,Kinglake West,Government,03 5786 5262,-37.4813,1
Primary,939,3921,Perseverance Primary School,C/- Crib Point Primary School,O,null,CRIB POINT,VIC,3919,Unincorporated Vic,Centreway,Tankerton,VIC,3261,145.3334,French Island,Government,03 5980 1292,-38.38338,1
Primary,745,3793,Monbulk Primary School,P O Box 231,O,null,MONBULK,VIC,3793,Yarra Ranges (S),1 Main Road,null,VIC,3265,145.41026,Monbulk,Government,03 9756 6481,-37.87685,1
Primary,745,3777,Chum Creek Primary School,705 Chum Creek Road,O,null,CHUM CREEK,VIC,3777,Yarra Ranges (S),705 Chum Creek Road,null,VIC,3279,145.48924,Chum Creek,Government,03 5962 5391,-37.60596,1
Primary,745,3767,Mount Dandenong Primary School,P O Box  179,O,null,KALORAMA,VIC,3766,Yarra Ranges (S),Farndons Road,null,VIC,3284,145.36217,Mount Dandenong,Government,03 9751 1136,-37.83074,1
Primary,745,3777,Badger Creek Primary School,P O Box 477,O,null,HEALESVILLE,VIC,3777,Yarra Ranges (S),Badger Creek Rd,null,VIC,3309,145.53278,Healesville,Government,03 5962 4019,-37.68005,1
Primary,562,3757,Middle Kinglake Primary School,RSD 1  Extons Road,O,null,KINGLAKE CENTRAL,VIC,3757,Murrindindi (S),1 Extons Road,null,VIC,3315,145.31567,Kinglake Central,Government,03 5786 1295,-37.50521,1
Primary,608,3225,Point Lonsdale Primary School,P O Box 87,O,null,POINT LONSDALE,VIC,3225,Queenscliffe (B),22 Bowen Road,null,VIC,3322,144.62146,Point Lonsdale,Government,03 5258 1501,-38.27415,1
Primary,343,3169,Clarinda Primary School,1166 Centre Road,O,null,CLARINDA,VIC,3169,Kingston (C),1166 Centre Road,null,VIC,3336,145.10251,Clarinda,Government,03 9544 3231,-37.92697,1
Primary,343,3196,Chelsea Heights Primary School,194 Thames Promenade,O,null,CHELSEA HEIGHTS,VIC,3196,Kingston (C),194 Thames Promenade,null,VIC,3341,145.13899,Chelsea Heights,Government,03 9772 4139,-38.04468,1
Primary,275,3222,Wallington Primary School,610 Wallington Road,O,null,WALLINGTON,VIC,3222,Greater Geelong (C),608 - 610 Wallington Road,null,VIC,3345,144.50652,Wallington,Government,03 5250 1841,-38.2178,1
Primary,745,3160,Tecoma Primary School,1536 Burwood Highway,O,null,TECOMA,VIC,3160,Yarra Ranges (S),1536 Burwood Highway,null,VIC,3356,145.34492,Tecoma,Government,03 9754 2354,-37.90696,1
Primary,145,3782,Emerald Primary School,10 Heroes Avenue,O,null,Emerald,VIC,3782,Cardinia (S),10 Heroes Avenue,null,VIC,3381,145.44243,Emerald,Government,03 5968 4311,-37.93338,1
Primary,343,3197,Carrum Primary School,Walkers Road,O,null,CARRUM,VIC,3197,Kingston (C),Walkers Road,null,VIC,3385,145.1265,Carrum,Government,03 9772 1117,-38.07809,1
Primary,617,3987,Nyora Primary School,Grundy Avenue,O,null,NYORA,VIC,3987,South Gippsland (S),Grundy Avenue,null,VIC,3401,145.6749,Nyora,Government,03 5659 6240,-38.33624,1
Primary,465,3338,Exford Primary School,R.S.D. Exford Road,O,null,EXFORD,VIC,3338,Melton (C),1137 Exford Road,null,VIC,3423,144.55879,Exford,Government,03 9743 5025,-37.74529,1
Primary,497,3149,Mount Waverley Primary School,37 - 45 Park Lane,O,null,MOUNT WAVERLEY,VIC,3149,Monash (C),37-45 Park Lane,null,VIC,3432,145.12408,Mount Waverley,Government,03 9807 1480,-37.88091,1
Primary,231,3163,Murrumbeena Primary School,Hobart Road,O,null,MURRUMBEENA,VIC,3163,Glen Eira (C),Hobart Road,null,VIC,3449,145.0704,Murrumbeena,Government,03 9568 1300,-37.88617,1
Primary,745,3799,Wesburn Primary School,P O Box 492,O,null,YARRA JUNCTION,VIC,3797,Yarra Ranges (S),2850 Warburton Highway,null,VIC,3466,145.64706,Wesburn,Government,03 5967 1302,-37.76869,1
Primary,441,3134,Warranwood Primary School,1 Wellington Park Drive,O,null,Warranwood,VIC,3134,Maroondah (C),1 Wellington Park Drive,null,VIC,3476,145.24698,Warranwood,Government,03 9876 6066,-37.77435,1
Primary,745,3788,Olinda Primary School,45 Charlemont Lane,O,null,Olinda,VIC,3788,Yarra Ranges (S),45 Charlemont Lane,null,VIC,3494,145.3662,Olinda,Government,03 9751 1181,-37.8547,1
Primary,217,3910,Langwarrin Primary School,90 Warrandyte Road,O,null,LANGWARRIN,VIC,3910,Frankston (C),90 Warrandyte Road,null,VIC,3531,145.18964,Langwarrin,Government,03 9789 7346,-38.16037,1
Primary,145,3781,Cockatoo Primary School,19 - 33 Belgrave Gembrook Road,O,null,Cockatoo,VIC,3781,Cardinia (S),19-33 Belgrave-Gembrook Road,null,VIC,3535,145.49622,Cockatoo,Government,03 5968 8017,-37.9393,1
Primary,534,3913,Tyabb Railway Station Primary School,88 The Crescent,O,null,TYABB,VIC,3913,Mornington Peninsula (S),88 The Crescent,null,VIC,3544,145.19284,Tyabb,Government,03 5977 4324,-38.26215,1
Primary,745,3160,Belgrave South Primary School,175 Colby Drive,O,null,BELGRAVE SOUTH,VIC,3160,Yarra Ranges (S),175 Colby Drive,null,VIC,3551,145.35793,Belgrave South,Government,03 9754 2505,-37.9312,1
Primary,118,3037,Sydenham - Hillside Primary School,Community Hub,O,null,SYDENHAM,VIC,3037,Brimbank (C),Community Hub,null,VIC,3559,144.7621,Sydenham,Government,03 9361 5300,-37.70218,1
Primary,111,3126,Canterbury Primary School,Molesworth Street,O,null,CANTERBURY,VIC,3126,Boroondara (C),Molesworth Street,null,VIC,3572,145.08371,Canterbury,Government,03 9836 4537,-37.83106,1
Primary,525,3055,Brunswick North Primary School,Pearson Street,O,null,BRUNSWICK WEST,VIC,3055,Moreland (C),Pearson Street,null,VIC,3585,144.95062,Brunswick West,Government,03 9383 1400,-37.75986,1
Primary,525,3060,Fawkner Primary School,P O Box 123,O,null,FAWKNER,VIC,3060,Moreland (C),Lorne Street,null,VIC,3590,144.97353,Fawkner,Government,03 9357 3579,-37.71589,1
Primary,735,3078,Alphington Primary School,Yarralea Street,O,null,ALPHINGTON,VIC,3078,Yarra (C),Yarralea Street,null,VIC,3599,145.03201,Alphington,Government,03 9499 2200,-37.78352,1
Primary,217,3201,Banyan Fields Primary School,P O Box 8844,O,null,CARRUM DOWNS,VIC,3201,Frankston (C),90 Cadles Road,null,VIC,3613,145.1872,Carrum Downs,Government,03 9782 1333,-38.09477,1
Primary,707,3083,Norris Bank Primary School,146 Settlement Road,O,null,BUNDOORA,VIC,3083,Whittlesea (C),146 Settlement Road,null,VIC,3618,145.04263,Bundoora,Government,03 9467 2206,-37.69451,1
Primary,745,3782,Macclesfield Primary School,405 Macclesfield Road,O,null,Macclesfield,VIC,3782,Yarra Ranges (S),405 Macclesfield Road,null,VIC,3620,145.47537,Macclesfield,Government,03 5968 4734,-37.88979,1
Primary,91,3193,Black Rock Primary School,P O Box 168,O,null,BLACK ROCK,VIC,3193,Bayside (C),Arkaringa Crescent,null,VIC,3631,145.02165,Black Rock,Government,03 9598 2293,-37.96987,1
Primary,745,3796,Mount Evelyn Primary School,P O Box 249,O,null,MOUNT EVELYN,VIC,3796,Yarra Ranges (S),33 Monbulk Road,null,VIC,3642,145.38882,Mount Evelyn,Government,03 9736 2233,-37.79093,1
Primary,745,3137,Kilsyth Primary School,Durham Road,O,null,KILSYTH,VIC,3137,Yarra Ranges (S),Durham Road,null,VIC,3645,145.31494,Kilsyth,Government,03 9725 4320,-37.80211,1
Primary,311,3015,Spotswood Primary School,P O Box 2135,O,null,Spotswood,VIC,3015,Hobsons Bay (C),Melbourne Road,null,VIC,3659,144.88193,Spotswood,Government,03 9391 1323,-37.83063,1
Primary,161,3978,Clyde Primary School,13 Oroya Grove,O,null,CLYDE,VIC,3978,Casey (C),13 Oroya Grove,null,VIC,3664,145.32639,Clyde,Government,03 5998 5293,-38.13232,1
Primary,267,3174,Noble Park Primary School,P O Box 412,O,null,NOBLE PARK,VIC,3174,Greater Dandenong (C),65 Buckley Street,null,VIC,3675,145.1739,Noble Park,Government,03 9546 8811,-37.97063,1
Primary,111,3103,Deepdene Primary School,958a Burke Road,O,null,BALWYN,VIC,3103,Boroondara (C),958a Burke Road,null,VIC,3680,145.06128,Balwyn,Government,03 9817 1917,-37.80848,1
Primary,145,3978,Cardinia Primary School,2405 Ballarto Road,O,null,CARDINIA,VIC,3978,Cardinia (S),2405 Ballarto Road,null,VIC,3689,145.42384,Cardinia,Government,03 5998 8323,-38.14572,1
Primary,231,3163,Glen Huntly Primary School,P O Box 62,O,null,GLEN HUNTLY,VIC,3163,Glen Eira (C),Grange Road,null,VIC,3703,145.04623,Glen Huntly,Government,03 9571 2933,-37.89377,1
Primary,367,3152,Wantirna Primary School,120 Mountain Highway,O,null,WANTIRNA,VIC,3152,Knox (C),120 Mountain Highway,null,VIC,3709,145.21661,Wantirna,Government,03 9801 1938,-37.85606,1
Primary,465,3338,Melton South Primary School,P O Box 2043,O,null,MELTON SOUTH,VIC,3338,Melton (C),34 - 46 Exford Road,null,VIC,3717,144.57422,Melton South,Government,03 9743 2922,-37.70843,1
Primary,343,3196,Chelsea Primary School,ARGYLE AVE,O,null,CHELSEA,VIC,3196,Kingston (C),34-44 Argyle Ave,null,VIC,3729,145.12263,Chelsea,Government,03 9773 2055,-38.0555,1
Primary,91,3188,Hampton Primary School,PO Box 97,O,null,Hampton,VIC,3188,Bayside (C),528 Hampton Street,null,VIC,3754,145.00348,Hampton,Government,03 9598 1412,-37.93339,1
Special,460,3004,Victorian College For The Deaf,P O Box 6306,O,null,"St Kilda Rd Central, MELBOURNE",VIC,8008,Melbourne (C),597 St Kilda Road,null,VIC,3774,144.98232,Melbourne,Government,03 9510 1706,-37.84977,1
